Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3336270901938115,1.0594448768441016,-0.5522559000874266,1,GAKHcoin
ASAFE2,Quark,PoS,10517772.74,15000000.0,-0.3777047202178721,1.3986515910762454,-0.18082521272376081,1,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3613632265650838,0.6643973618801979,-0.2092839968123338,1,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.1662254196326183,-1.1468987871529974,-0.07386459816907749,0,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.3044328916148729,-2.3509129634399724,0.41375236454408926,0,Bikercoins
HXX,Lyra2RE,PoW,1876146.444,9999999.0,-0.1343729309585126,-2.214220518844816,0.3038735332517612,0,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.3298479136939722,1.0592606748116349,-0.552272711062045,1,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.475,21000000.0,-0.3164872937617522,0.9037849646405014,-0.2624079864923193,1,Internet of People
KUSH,X11,PoW/PoS,5659096.957,9354000.0,-0.3823881219263293,1.3126756465067773,-0.43664611056845387,1,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.33340459979511616,1.0594429343477165,-0.5522580545747199,1,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.5015146307800077,-0.9327200012750186,0.03909819762453491,0,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.33353168169518776,1.0594359174025962,-0.5522557606696366,1,Impeach
CTL,CryptoNight-V7,PoW,10969318.52,185000000.0,-0.14063849037779122,-2.261663946351679,0.3562962763379615,0,Citadel
ZBC,Scrypt,PoS,2922613.964,55000000.0,-0.30264259943611405,0.7357947285979864,-0.33742300796475627,1,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.3012865196475566,0.21047077340839654,-0.47855221037334694,1,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.16619366944606712,-1.1468978342324696,-0.07386506657753443,0,BeaverCoin
FIND,X13,PoS,14524851.48,14524851.48,-0.2509177369698419,1.5822115302053896,-0.3207842532550344,1,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.2076162221013917,-0.8940432764606662,0.0417145029349446,0,VaultCoin
ZER,Equihash,PoW,6921653.9,17000000.0,-0.1466884638445387,-1.9741386822881326,0.3896728371754814,0,Zero
